WerkID,Werk
w00842,"Donner und Lerche (Neue Ge.), 1907."
w00843,"Gesammelte Erzählungen, 1906."
w00844,"Gesammelte Gedichte, 1906."
w00845,"Wilhelm Iordan, ein deutsches Dichterund Charakterbild, 1910."
w00846,"Wildfeuer (Neue V.), 1911."
w00847,"Der WunderRabbi (R.), 1880."
w00848,"Fräulein Doktor im Irrenhause (Begebenheit aus unserer Zeit), 1881."
w00849,"Der Sohn der Schrift. Die Wundertäter von Kotzk und Plotzk (2 Nn.), 1883."
w00850,"Tie Schneeglöckchen (Deutsche Lr. a. d. Ostseeprovinzen, gesammelt u. herausgeg., m. W. Schwartz), 1838."
w00851,"II, 1862. Frühlingsknospen (Ge.), 1837."
w00852,"Frühlingsblüten (Ge.), 1838."
w00853,Rußlands erstes Iahrtausend (Ep. G.);
w00854,"Gestalten und Träume (Ge.), 1906."
w00855,"Goethe als Dramaturg (Beitrag zur Literatur u. Theatergeschichte), 1908."
w00856,"Woldemar Sacks (Charakter-Sk.), 1909."
w00857,"Die Empfindsamen in Darmstadt (Studien über Männer und Frauen aus der Werther-Zeit), 1910."
w00858,"Klapperstorchs Ende (Sat. Kom.), 1910."
w00859,"Der goldene Christus (Dr.), 1912."
w00860,"III, 1889."
w00861,"Gedichte, 1892."
w00862,"Der Abt (Ep. G.), 1885."
w00863,"Kaiser Iulian der Abtrünnige (Hist. R.); Das Dummchen (R.), 1896."
w00864,"Frau Antonie (R.), 1903."
w00865,"Trotzdem (E.), 1906."
w00866,"Aus Tagen und Nächten (Ge.), 1908."
w00867,"UngII, 1837-38. -II, 1838"
w00868,"PsycheII, 1838."
w00869,"Kallenfels (R.); II,II, 1840."
w00870,"III, 1842.II, 1842."
w00871,"Erzählungen IV, 1844."
w00872,"Iena und II, 1844."
w00873,"Paul (R.);II, 1845."
w00874,"Susanna (R.); II, 1847.-II, 1848."
w00875,"Royalisten (R.);II, 1848."
w00876,"Die gelbe Gräfin (R.); II,II, 1848.-II, 1849."
w00877,"Die beiden Schützen,II, 1851."
w00878,"Ein Fa-III, 1853.-IV,II, 1857-58"
w00879,"Erinnerungs-V, 1855-60"
w00880,"Dorothee von III, 1859."
w00881,"III, 1861."
w00882,"Elisabeth III, 1861."
w00883,"Peter Paul Rubens III, 1862. Die Zerrissenen (N.), 1832."
w00884,"Eduard (N.), 1833."
w00885,"Lessing (N.), 1834."
w00886,"Novellen, 1835 (Inh.: Waldgespenst."
w00887,Die Doppelgängerin.
w00888,Der fliegende Holländer.
w00889,Voltaire in Ferney.
w00890,Das Grab des armen Andrey.
w00891,Die Jesuitenschüler.
w00892,Die Schlacht bei Leipzig.
w00893,Eine Gespenstergeschichte aus alter Zeit.
w00894,Die letzte Rose des Kallenfels.
w00895,Kopernikus.
w00896,Der Herr von Mondschein).
w00897,"Molière (N.), 1835."
w00898,"Galathee (R.), 1836."
w00899,"Schiffersagen; Palmyra, oder: Das Tagebuch eines Papageis (Sat. R.), 1838."
w00900,Fortunat (Feenmärchen); (R.); 1839.
w00901,"St. Sylvan (R.); Georgette (N. in Br.), 1840."
w00902,"Die Großmutter (Lustsp.), 1841."
w00903,"Alfred (R.), 1841."
w00904,Diana (R.);
w00905,"Britannikus (R.), 1842."
w00906,Der Missionär (R.); und Novellen; Leipzig (R.); Berühmte deutsche Frauen des 18. Iahrh.; 1848.
w00907,"Das Buch der drei Schwestern (En., M. u. Nn.); Tutu (Phantastische Exkursionen und poetische Episoden), 1849."
w00908,Wilhelm (R.); 1849.
w00909,"Braune Märchen, 1850. 4. A. 1900. 5. Aufl. u. d. T.: Moosgrüne Märchen, 1904."
w00910,"Der deutsche Gilblas (Kom. R.); sching in Wien, 1851."
w00911,"Der Karneval in Berlin, 1852."
w00912,"Macargan, oder: Die Philosophie des 18. Iahrhunderts (R.), 1853."
w00913,"Die Ritter von Marienburg (R.); Selene, 1853."
w00914,Die Nachtlampe; 1853-55
w00915,"Das stille Haus (E.), 1854."
w00916,"Die Dresdener Galerie (Geschn. u. Bilder); blätter; Kurland (Biogr. R.); Künstlerbilder; Charlotte, Herzogin von Orleans (R.); (Biogr. R.), 1862."
w00917,Kleine Romane und Erzählungen;
w00918,"à vom Tpan Die Schwurbrüder (R.), 1911."
w00919,"Kaukasische Novellen, 1912."
w00920,"Der heilige Il (E. a. dem Kaukasus), 1912."
w00921,"Der Sang von Ssosirko dem Narten (Ep.), 1912."
w00922,"Märchen, 1883."
w00923,"Neue Märchen, 1883."
w00924,"Was die Großmutter erzählte (Bilder u. M. f. d. Frauenwelt), 1884."
w00925,"Backfischchens Lehrund Wanderjahre, 1904."
w00926,"Träumereien an französischen Kaminen (M.), 1871. 30. A. 1904."
w00927,"Aus der Burschenzeit (Id.), 1876."
w00928,"Gedichte, 1878. 3. A. 1885."
w00929,"Kleine Geschichten, 1885."
w00930,"Alte und neue Troubadour-Lieder, 1889."
w00931,"Sämtliche Werke, 1. Bd., 1899."
w00932,"Bergkristalle. Gedichte. 1890. ‒ Die Reform der Ehe. 8. (71) Zürich 1894, Verlags Magazin. 1."
w00933,‒ Lyrisch-satirische Nadelstiche einer verspäteten Iungfrau. 1891.
w00934,"Va banque (Schsp.), 1881."
w00935,"Das Charlotte Corday (Tr.), 1867."
w00936,"Ein Weib der Revolution (Tr.), 1871."
w00937,"Eine Heirat auf Probe (Lsp.), 1872."
w00938,"Brüsseler Spitzen (Schsp.), 1876."
w00939,"Böses Gewissen (Lsp.), 1877."
w00940,"Das Rendezvous im Walde (Lsp.), 1878."
w00941,"Scheidungsgründe (Lsp.), 1879."
w00942,"An der schönen blauen Donau (Lsp.), 1880. Mädchen von Marconet (Tr.), 1882."
w00943,"Genziana (Lustsp.), 1882."
w00944,"ZolaAbende bei Frau von S., 1883."
w00945,"Nicht für Kinder (Novellenbuch), 1884. 7. Aufl. 1892."
w00946,"Buch der Unschuld (Neue Nn.), 1885. 2. A. 1889."
w00947,"Früchte der Erkenntnis (Neue Nn.), 1886."
w00948,"Die Pantoffeln des Hofmeisters (E.), 1887."
w00949,"Mit schönen Frauen (Novellist. Gespräche), 1887."
w00950,"Der Tugendwächter (Lsp.), 1888."
w00951,"Wenn junge Frauen durchgehen (N.), 1888."
w00952,"Das schlechtere Geschlecht (Nn.), 1892."
w00953,"Wie Frauen strafen (2 Nn.), 1892."
w00954,"Fatale Geschichten, 1892."
w00955,"II,II, 1868.III, 1871 [Inhalt:WichIII, 1872."
w00956,"Das eiserneIII,III,II, 1876 (Inhalt:III, 2. A., 1878."
w00957,"Der Freund desIII, 1881.II, 1882."
w00958,"Hohe Gönner (Kom.),WichV,Suum cuiqueII, 1888."
w00959,"Das Grafenkind u.Post festumIII, 1890."
w00960,"DieII, 1892.II, 1893."
w00961,"III,II, 1900."
w00962,"DerWich Unser General York (Vaterl. Schsp.), 1858."
w00963,"Hinterm Rücken (Lsp.), 1859."
w00964,"Der Withing v. Samland (Tr.), 1860."
w00965,"Licht und Schatten (Schsp.), 1861."
w00966,Aus anständiger Familie (E.); 1866.
w00967,"Ihr Taufschein (Lsp.), 1867."
w00968,Ein häßlicher Mensch (R.);
w00969,Kleine Romane; Am Strande (sep. 1879).
w00970,Für tot erklärt (sep. 1879).
w00971,Ein Komödiant.
w00972,Schwester Luise.
w00973,Pauline].
w00974,"Rosa Lichtwart (N.), 1871."
w00975,"Hinter den Kulissen (R.); Kreuz (Lebensbild), 1871."
w00976,"Die Arbeiter (R.), 1873."
w00977,Wider den Erbfeind und andere Erzählungen; 1873.
w00978,"Moritz von Sachsen (Tr.), 1873."
w00979,"Gesammelte dramatische Werke, 1873 [Inhalt: Ein Schritt vom Wege (Lustsp., 1876)."
w00980,"Der Narr des Glücks (Lustsp., 1876)]."
w00981,"Die Fabrik zu Niederbronn (Schauspiel), 1874."
w00982,"Biegen oder brechen (Lsp.), 1874."
w00983,"Die Realisten (Lsp.), 1874."
w00984,Das grüne Tor (R.); 1875.
w00985,"Als Verlobte empfehlen sich (Lsp.), 1875."
w00986,"An der Majorsecke (Lsp.), 1875."
w00987,Novellen; Schuster Lange [sep. 1909].
w00988,Störungen.
w00989,Ein kleines Bild).
w00990,"Die Frau für die Welt (Schsp.), 1876."
w00991,"Die Stimme der Natur (Schsp.), 1877."
w00992,"Die gnädige Frau v. Paretz (Dramolett), 1877."
w00993,"Ein starkes Herz (R.); Fürsten (Lsp.), 1880."
w00994,"In Feindesland (Kriegsbild), 1879."
w00995,"Eine Geige. Drei Weihnachten (2 Nn.), 1880."
w00996,"Rauschen (Id.), 1881."
w00997,"Heinrich von Plauen (Historischer R.); 7. Aufl. 1899. Für die Iugend bearbeitet u. d. T.: Iunker Heinz von Waldstein, von Paul Wichert, 1909."
w00998,"Litauische Geschichten, 1881. Neue Folge, 1890. 3. A. 1904."
w00999,"Der geheime Sekretär (Lsp.), 1881."
w01000,"Nur Wahrheit! Sie verlangt ihre Strafe (2 En.), 1881."
w01001,Aus dem Leben (En.); 1883.
w01002,"Peter Munk (Volksschausp.), 1882."
w01003,"Sommergäste (2 Humoresken), 1883."
w01004,"Eine vornehme Schwester (R.), 1883."
w01005,"Unter einer Decke (Nn.), 1884."
w01006,"Die Braut in Trauer (E.), 1884."
w01007,"Die Bekenntnisse einer armen Seele (Lsp.), 1884."
w01008,"Von der deutschen Nordorst-Mark (4 preuß. Geschn.), 1885."
w01009,"Der Sohn seines Vaters (N.), 1885. 3. A. 1901."
w01010,"Aus verstreuter Saat (R.), 1886."
w01011,"Dido (Scherzsp.), 1886."
w01012,Der große Kurfürst in Preußen (Vaterl. R.); 1887 (Inhalt: 1. Abt.: Konrad Born.
w01013,2. Abt.: Der Schöppenmeister.
w01014,3. Abt.: Christian Ludwig von Kalkstein).
w01015,"Entgleist (N.), 1887."
w01016,"Die Wassernixe (N.), 1887."
w01017,"(R.); andere Novellen, 1889."
w01018,"Eins zum andern (Nn.), 1889.-(Lsp.), 1890."
w01019,"Der Mann der Freundin (Lustsp.), 1890."
w01020,"Tileman vom Wege (Histor. R.); talentvolle Tochter (Lsp.), 1890."
w01021,"Schule und Leben (Nn.), 1891."
w01022,Der jüngste Bruder (Soz. R.);
w01023,"Die Taube auf dem Dache (R.), 1892."
w01024,"Bei frommen Hirten (Kom. O.), 1892."
w01025,"Sein Kind (Schausp.), 1892."
w01026,"Nur ein Iude! Das Grundstück (Neue litauische Geschn.), 1893."
w01027,"Herr von Müller (R.); Aus eigenem Recht (Vaterl. Schsp.), 1894."
w01028,"Frauengestalten (3 Nn.), 1894,"
w01029,"Marienburg (Schsp.), 1895.Blinde Liebe (N.), 1895."
w01030,"Die verlorene Tochter (Hum.), 1895."
w01031,"Anderer Leute Kinder (2 Nn.), 1895."
w01032,"Die Schwestern (Eine literar. Geschichte), 1896."
w01033,"Herrenmoral (R.), 1897."
w01034,"Monte Carlo u. andere Geschichten, 1898."
w01035,Vom alten Schlage (R.); 1898.
w01036,Ein Komödiant (E.); 1898.
w01037,"Die glückliche Insel (Puppenspiel), 1899."
w01038,"Die Gräfin von Schwerin (Hist. Schsp.), 1899."
w01039,"Minister a. D. (R.), 1899."
w01040,"Richter und Dichter (Ein Lebensausweis), 1899."
w01041,"Das deutsche Iahrhundert (Weimar) (5 Einakter von E. W., Ios. Lauff, Gg. Engel, Gg. von Ompteda, Ludw. Iacobowski), 1900."
w01042,"Das Duell. Der Väter Sünden (2 Nn.), 1900."
w01043,"Getrennte Wege (R.); Hinkefuß und andere Novellen, 1901."
w01044,"Im Dienst der Pflicht (Schausp.), 1901."
w01045,Die Thorner Tragödie (R.) 1902.
w01046,"Der zerbrochene Krummstab (N.), 1902."
w01047,"Der Schaktarp (Eine litauische Gesch.), 1902."
w01048,"Geschichten im Schnee, 1903."
w01049,"Gedichte u. Sprüche, 1904."
w01050,"Mütter (2 Nn.), 1904."
w01051,"Paul [pseudonym], 1882."
w01052,"DieDick Auf der Woge des Lebens (Ge. von Nord Maid von Mirogh. Sita (zwei epische Dn.), 1884."
w01053,"Tödliche Triebe (Nn.), 1893 (Inhalt: Blonder Zauber."
w01054,Der Sigenstein.
w01055,Der unfreie Wille).
w01056,"Alpennovellen. 1. Folge, 1894."
w01057,"Höhenluft (Nn.), 2. A. 1896 (Inhalt: Tödliche Triebe; s. o.!"
w01058,Alpennovellen; s. o.!)
w01059,"Helldunkle Lieder, 1897."
w01060,Die Sehnsüchtigen (En. u. Sk.) 1900.
w01061,"Stunden und Sterne (Neue Ge.), 1903."
w01062,"Heilfried (Bühnen-M.), 1903."
w01063,"Rosa Margarete (Traum-M.), 1906."
w01064,"Nurmahal (Märchensp.), 1906."
w01065,"Eine oriental. Nacht (Lsp.), 1906."
w01066,"Dunkle Geschicht., 1910."
w01067,"Ein Gruß aus der Ferne (Ge.), 1881."
w01068,"Gedichte, 1844."
w01069,"Federnelken (Ges. Ge.), 1851."
w01070,"Von Dir und für Dich (Lyr. Kranz), 1854."
w01071,"Baltische Sagen u. Mären, 1859."
w01072,"Brigitte (Lyr.-ep. D.), 1879."
w01073,"Balladen u. Lieder (mit -r, Sch., C. Stern und C. Glitsch), 1846."
w01074,Finis Poloniae.
w01075,"Du bist mein (Zeitroman), 1898. 2. A. 1910."
w01076,"Thoms friert (R. a. der Gegenwart), 1900. 2. A. 1904."
w01077,"Die Stillen im Lande (3 En. a. d. Winkel), 1902 (Inhalt: Unser Kind."
w01078,Sonnenbrüder.) 2. A. 1907.
w01079,"Erdkinder (R.), 1903. 4. Aufl. 1905."
w01080,"Überschwemmung (Eine baltische Geschichte), 1905."
w01081,"Aus roter Dämmerung (Baltische Sk.), 1906. 2. A. 1907."
w01082,"III, 1900. Arkanum (Gesch. a. d. Rokokozeit), 1893."
w01083,Der Unbezwingliche (Histor. Genrebild);
w01084,"Maria (Erzählende D. von Anton Malczeski, deutsch), 1878."
w01085,"Petersburg (G. von Adam Mickiewicz, dtsch.), 1878."
w01086,"Die heilige Familie (Bibl. D. von I. B. Zaleski, deutsch), 1879."
w01087,"Iuristenbrevier (Lehrgedicht), 1879."
w01088,"Fritzchen Stümperleins Buch der Lieder u. Iunge Leiden, 1882."
w01089,"Das Lied vom deutschen Wort, 1892."
w01090,"Gedichte, 2. A. 1892."
w01091,"Erläuterungen zu den Meisterwerken der Literatur, 1.-20. Heft, 1896-1911."
w01092,"Gedichte, 1898."
w01093,"Friedrich Flender (Hist. Dr. a. Siegens Vorzeit), 1893."
w01094,"Ein heiliger Abend (Volksst.), 1893."
w01095,"Dichtungen, 1. Bd., 1869."
w01096,"Pantheon. Ästhetische und belletristische Zeitschrift; 1. Iahrg., 1873."
w01097,"Religiöse Dichtungen, 1881."
w01098,"Zu Alexas Andenken (Poetisches Buch), 1900."
w01099,"Artaxerxes (Dr.), 1891."
w01100,"Warum? (Bn., Rz. u. Lr.), 1893. 3. A. 1899."
w01101,"„Zirp, zirp“ (Waldmärchen), 1899."
w01102,"Der Mohr von Dorpat (R.), 1903."
w01103,"Meine Seelen (Neue Lr.), 1906. 2. A. 1908."
w01104,"III, 1853–55."
w01105,"Sabbatharfe Evangelische Parabeln und Gedichte; (Lr.), 1860."
w01106,"Liederstrauß (Ge.), 1861."
w01107,"Schillerstudien, 1880."
w01108,"D. Schubarts Gedichte, hrsg. 1884."
w01109,"D. Schubart in seinem Leben und seinen Werken, 1885."
w01110,"Shakespeares Hamlet, 1891."
w01111,"II,II, 1880IX,Wilhelm Wolfschild (R.), 1872."
w01112,Allein und frei (R.); 1875.
w01113,Im Gottesländchen (En. aus dem kurländischen Leben); bis 1881 (Inhalt: Im Banne der Vergangenheit. ‒ Um ein Ei. ‒ Unser Graf. ‒ Der Korsar).
w01114,"Das rote Gold (R.), 1881."
w01115,"Die von Kelles (R.), 1885."
w01116,"Kurländische Geschichten, 1892."
w01117,Gesammelte Romane; 1898‒99.
w01118,"Aus meinen Iugendjahren, 1907."
w01119,"SaxLose Blätter (Nn. u. Sk.), 1890."
w01120,"Kleine Geschichten, 1894."
w01121,"Nach freier Wahl (Lsp.), 1898."
w01122,"Iermola (Dorfdrama, n. e. E. des Kraszewski), 1898."
w01123,"Die Künstler-Arche (Sk. a. d. Leipziger Bohème), 1900."
w01124,"Das letzte Glück (Schsp.), 1903."
w01125,"Herbst (Eine Gesch. a. d. Bukowina), 1905."
w01126,"Phaläna und Meli (Modernes im alten Sagenspiegel), 1882."
w01127,"Numa (Gesch. a. altgriechisch-italien. Sagenzeit), 1886."
w01128,"S:III,IV, 1873. 4. A. 1904."
w01129,"Ver-II, 1872."
w01130,"WagienSchuPei-, die Sonnensöhne (Ep.IV, 1868–74."
w01131,"Erzählungen imI. Womba Wiido,II. Manala, inIII. Tuuletar, zwi-Der Strabismus, oder: Die Reise im Eilwagen, 1851."
w01132,"Baltische Skizzen, oder: Fünfzig Iahre zurück, 1852; 1857; stand schafft Leiden (Schsp. aus dem Russischen metrisch übertr.), 1853."
w01133,"Die drei Halsbänder (Schsp.), 1853."
w01134,"Jenseit der Schären (Finnische M. u. Sprichwörter), 1854."
w01135,"PetersLieder (Charakteristik Peters des Großen in Lr.), 1857."
w01136,"Martha Marzibill (E.), 1857."
w01137,"Medizinische Dorfgeschichten, 1860."
w01138,"Dorpats Größen und Typen vor 40 Iahren, 1868."
w01139,"Hallerlei nurrige Sichten (En.), 1869; (Baltische Sk. und Erinnerungen), 1869."
w01140,"Die Philosophie des guten Tons, 1869."
w01141,"Bilder aus dem Süden (Reiseerinnerungen), 1869."
w01142,"vash Parnéh Volkssage), 1872."
w01143,"Sagen vom Ladogasee, 1872."
w01144,"Neue baltische Skizzen, 1873."
w01145,"Gesammelte Schriften; Halbdeutschen u. in gebundener Rede, 2. A. 1869."
w01146,"Ilmator (Eine Commedia turanica. Estnisch und deutsch), 1870 (Inhalt: Idylle auf Erden. – der Unterwelt. – schen Himmel und Erden)."
w01147,"Fee Minnetrost und Krabbetasche (M., bearbeitet von Elisabeth v. Schultz), 1898."
w01148,"XIV.,Heise Pattiner (E. aus Plettenbergs Zeit), 1908."
w01149,"Die Brüder Boismann (E. a. Revals Belagerung 1570), 1910."
w01150,"Als Manuskr. gedruckt: Das stille Schloß (Dr.), 1904."
w01151,"Juda der Jude (Dr.), 1905."
w01152,"Um Hohenberg (Dr.), 1906."
w01153,"Die Glücksritter (Festsp.), 1908."
w01154,"Erich König von Schweden (Dr.), 1909."
w01155,"Hymnen, 1850."
w01156,"Album neuester Dichtungen, 1852."
w01157,"Heimatgrüße aus Niederösterreich (Ge.), 1855."
w01158,"Romanische Poeten in ihren originalen Formen u. metrisch übers., 1864."
w01159,"Der Klosterbau (E.), 1870."
w01160,"Poetisches Gedenkbuch (mit Moritz Amster), 1875."
w01161,"Volkssagen aus der Bukowina, 1885."
w01162,"Kleinrussische Volkslieder (metrisch übers.), 1888."
w01163,"Baltische Dichtungen. 8. (487) Riga 1897, L. Hoerschelmann. 5.–"
w01164,"Was ich gelebt (Lr.), 1868."
w01165,"Nubamus [Es wird geheiratet!] (Eine römische Kom.), 1891."
w01166,"Der Geisterspuk (Alt-Wiener OriginalGesch.), 1892."
w01167,"Die Türkenbraut (Schw.) und: Gedanken über Zola. Nachzitterndes Weh (2 Ge.), 1901."
w01168,"Edward Chaim, oder: Ein Stücklein Welt, durch die Briesmarkenlupe betrachtet (Hum.), 3. A. 1902."
w01169,"Rumänenlieder, 1881."
w01170,"Heimatklänge (Ge.), 1882."
w01171,"Namenlos (Ein Liederkreis), 1883."
w01172,"Zeitgenossen (Biogr. Sk.); 12 Hefte, 1870–71."
w01173,"Laura (N. in V.), 1873."
w01174,"Lieder an eine Frau, 1881."
w01175,"Venus emanci(Satir. Ge.), 1896."
w01176,"Fin de (9 sat. Ge.), 1897."
w01177,"Verliebte Allerlei und noch etwas (Humor. Ge.), 1894."
w01178,"Bunter Kram (Gereimtes und Ungereimtes), 1896."
w01179,"pata siècle Geschichten (Sk. u. En.), 1900."
w01180,"Das Märchen vom Weibe (Sat.), 1900."
w01181,"Sang und Sage vom Kochbrunnen, hrsg., 1896."
w01182,"Warum? Mensch und Buchhändler (Lebensaufzeichnungen), 1898."
w01183,"Lustige Geschichten a. d. Familienleben der baltischen Lande, 1884."
w01184,"Renata (N.), 1885."
w01185,"Poetischer Nachlaß (hrsg. v. s. Vater), 1854."
w01186,"S: Gedichte, 1882."
w01187,"Der Tränenturm. Kaukasische Sage (Ep.), 1885."
w01188,"Töne des Herzens (Ge.), 1833."
w01189,"Der Kirgis-Kaisak (E. von Wassily Uschakow, übers.);"
w01190,"II, 1870.II, 1872.IV,Der Müller v. Pranitz (Dorfgesch.), 1868."
w01191,Ein Iudenmädchen (R.);
w01192,m Sturm der Zeit (R.);
w01193,Siegwart Morgenländer (R.); 1873.
w01194,"Ein Ball im Leben (R. a. weiland Dorpats Tagen), 1894."
w01195,"Mose (Ep. G.), 1842."
w01196,"Goethe (G., seinen Manen geweiht), 1852."
w01197,"Festgedichte zur Lessing-Feier, 1860."
w01198,"Hebräische Gesänge. Metr. nachgebildet, 1860."
w01199,"Bajazzo (Ep. G.), 1863."
w01200,"Vierzehn Sonette (zum Geburtstage L. A. Frankls), 1880."
w01201,Zahlreiche poetische Flugblätter.
w01202,In seinem Nachlaß fanden sich: Der letzte der Arpaden (Dr.)
w01203,Esterka (Dr.)
w01204,Metrische Nachbildung der Psalmen.
w01205,"Gedichte u. Übersetzungen, 1882."
w01206,"Die letzten Menschen. Ein Sommernachtstraum. Der Schatten (3 M. in V.), 1887."
w01207,"IV, 1838–44. – Io-II, 1839."
w01208,"Geschichte der Oper undII, 1879 Bilder aus Berlins Nächten (GenreSkizzen aus Geschichte, Phantasie u. Wirklichkeit), 1835."
w01209,"Bellona (Nn. u. En. a. d. Kriegerleben), 1837."
w01210,"Der böse Blick oder: Die Queiße in den Iahren 1538, 1638, 1738 und 1838 (Hist. R.); cosus (Repertoire f. d. deutsche Liederspiel), 1. Bdchn., 1838 (Inhalt: Der reisende Student, oder: Das Donnerwetter."
w01211,Der Kapellmeister von Venedig.
w01212,Fröhlich.
w01213,Wohlgemut). 2. A. 1857.
w01214,"Schauspieler-Novellen; des königl. Opernhauses in Berlin, 1845. – Aus meinem Leben; bis 1880."
w01215,"Im Bühnen-Repertoir des Auslandes wurden abgedruckt: Kean, oder: Leidenschaft und Genie (Schsp., 1837)."
w01216,"Die Zwillingsbrüder (P., 1839)."
w01217,"Der Oberst von 18 Iahren (Lsp., 1839)."
w01218,"Sie ist wahnsinnig (Drama, 1839)."
w01219,"Jeder fege vor seiner Tür (Lsp., 1842)."
w01220,"Die schöne Müllerin (Lsp., 1843)."
w01221,"Die Memoiren des Teufels (Lsp., 1843)."
w01222,"Leutnant und Konsul (Lsp., 1843)."
w01223,"Marquis und Dieb (Kom. O., 1843)."
w01224,"Der Heiratsantrag auf Helgoland (Lsp., 1844)."
w01225,"Er requiriert (Lrsp., 1844)."
w01226,"Die Schatzgräber (Ssp., 1845)."
w01227,"Ihr Bild (Lsp., 1846)."
w01228,"Eine Fensterpromenade (Lsp., deutsch, 1849)."
w01229,"In Blochs DilettantenBühne: Kurmärker u. Picarde (Genrebild), 1859. sep. 2. A. 1861. Neue A. 1909."
w01230,"Die Unglücklichen (Lustsp. nach A. von Kotzebue), 1861."
w01231,"m Bühnen-Almanach: Der Schauspieldirektor (Kom. Operette), 1861."
w01232,"Schneeglöckchen (Deutsche Lr. a. d. Ostseeprovinzen; hrsg. von Arnold Tideböhl u. W. Schwartz), 1838."
w01233,"Der Bibliothekar (E.), 1894."
w01234,"Lieder und Gedichte, 1907."
w01235,Zwei Novellen (Heidekraut.
w01236,"Margot Durand), 1909."
w01237,"Aus einer kleinen Stadt (3 En.: Der Bibliothekar [s. o., in völliger Umarbeitung]. "
w01238,Nur ein Hund.
w01239,"Angelika), 1910."
w01240,"Lettische Volkslieder, übertr. im Versmaß des Originals, 1874."
w01241,"Die Rose aus der Vendée (N.), 1900."
w01242,"Heitere Erzählungen, 1891."
w01243,"Stille Wasser (R.), 1891."
w01244,"Der Tonkünstler (L.), 1893."
w01245,"Burschenbuch, 1894."
w01246,"Nachtschatten (Nn.), 1895."
w01247,"Zeitmärchen, 1895."
w01248,"Wir beide! (Ge.), 1895."
w01249,"Moderner Sängerkrieg (Reimschw. f. d. Possenbühne des Schriftstellerlebens), 1896."
w01250,"Rätsel (Nn.), 1896."
w01251,"Sprachheiterkeiten (Plaudereien), 1896."
w01252,"Im Iungfernstift, oder: Der gezähmte Widerspenstige (Lsp.), 1902."
w01253,"Mongkut, oder: Die Stiefgroßschwiegermutter (Versschausp.), 1902."
w01254,"Der Leibarzt, oder: Das vergnügte Krankenhaus (Lsp.), 1902."
w01255,"Naladi, oder: Königswild (Indisches Versdrama), 1902."
w01256,"Irmgard, oder: Weibestreu (Verslsp.), 1902."
w01257,"Skizzen u. Erzählungen, 1888."
w01258,"Lied, Leben und Traum (Ge.), 1907."
w01259,"Paradoxa (V. eines Dekadenten, ein Band Lyrik aus dem 16. bis 20. Lebensjahre), 1911."
w01260,"Aus dem Tagebuche eines Königsmörders (Blätter zum Nachdenken), 1911."
w01261,"NydDer Kronprinz in der Bukowina, 1887."
w01262,"Gut Heil!, 1892."
w01263,"Am Pruth (Patriot. Klänge a. d. Bukowina), 1893."
w01264,"Benedikt (Schsp.), 1883."
w01265,"Mosaik (Mn. u. Novelletten), 1893."
w01266,"Sta Die Schlacht bei Poltawa (Dr. G.), 1859."
w01267,"Der Barde (Dr. Phantasie), 1860."
